Name,No Race,Native American (self reported),East Asian,African or Af-Am Self Reported,Hispanic,White Self Reported,Other Undefined Race
Asencio,1,0,0,0,0,0,0
Leejay,1,0,0,0,0,0,0
Landefeld,1,0,0,0,0,0,0
Martelz,1,0,0,0,0,0,0
Fields,1,0,0,0,0,0,0
Ltravion,1,0,0,0,0,0,0
Sadad'E,1,0,0,0,0,0,0
Jenangirji,0,0,1,0,0,0,0
Jahkill,1,0,0,0,0,0,0
Miguell,0,0,0,1,0,0,0
Rayold,1,0,0,0,0,0,0
Robbins,0,0,0,1,0,0,0
Ya'Nique,1,0,0,0,0,0,0
Somjook,1,0,0,0,0,0,0
Cabanes,1,0,0,0,0,0,0
Lajuan,1,0,0,0,0,0,0
Sinclaire,1,0,0,0,0,0,0
Thakorsinh,1,0,0,0,0,0,0
Tra'Nea,1,0,0,0,0,0,0
Shawnuren,0,0,0,1,0,0,0
Armmando,1,0,0,0,0,0,0
Shaihel,1,0,0,0,0,0,0
Shimarre,0,0,0,1,0,0,0
Desheed,0,0,0,1,0,0,0
Moon,2,0,0,0,0,0,0
Blakely,2,0,0,0,0,0,0
Lashay-Marie,0,0,0,1,0,0,0
Lagiurre,1,0,0,0,0,0,0
Rentrell,1,0,0,0,0,0,0
Brown,2,0,0,0,0,0,0
Vergara,1,0,0,0,0,0,0
Quynh-Nu,1,0,0,0,0,0,0
Eianna,0,0,0,0,0,0,1
Martaris,1,0,0,0,0,0,0
Ashika-Amari,1,0,0,0,0,0,0
Barthelmas,1,0,0,0,0,0,0
Surfa,1,0,0,0,0,0,0
Attallah,1,0,0,0,0,0,0
Sairama,0,0,1,0,0,0,0
Yidresu,1,0,0,0,0,0,0
Khail,1,0,0,0,0,0,0
Da'Shonna,1,0,0,0,0,0,0
Mbez,1,0,0,0,0,0,0
Ny'Twan,0,0,0,1,0,0,0
Denise-Oma,1,0,0,0,0,0,0
Asadin,1,0,0,0,0,0,0
Marquett,1,0,0,0,0,0,0
Myalasha,1,0,0,0,0,0,0
Sohn,1,0,0,0,0,0,0
Jean-Cius,0,0,0,1,0,0,0
Roberpedo,0,0,0,0,1,0,0
Jesmine,0,0,0,0,0,1,0
Selvyon,0,0,0,0,0,0,1
Devonta,1,0,0,0,0,0,0
Jireeah-Imek,1,0,0,0,0,0,0
Jayce,1,0,0,0,0,1,0
Gumangan,0,0,1,0,0,0,0
Fikriye,0,0,0,0,0,1,0
Oveon,1,0,0,0,0,0,0
Ra'Nique,1,0,0,0,0,0,0
Shacole,1,0,0,0,0,0,0
Ngoe,1,0,0,0,0,0,0
Nicohl,1,0,0,0,0,0,0
Luqua,1,0,0,0,0,0,0
Thiny,0,0,1,0,0,0,0
Cikya-Ani,1,0,0,0,0,0,0
Yolanique,1,0,0,0,0,0,0
Rosi-El,1,0,0,0,0,0,0
Mijan,1,0,0,0,0,0,0
Borreta,1,0,0,0,0,0,0
Tumamao,0,0,1,0,0,0,0
Ymar,1,0,0,0,0,0,0
Meguelle,1,0,0,0,0,0,0
Nweka,1,0,0,0,0,0,0
Meneses,1,0,0,0,0,0,0
Joseinia,1,0,0,0,0,0,0
Eosona,1,0,0,0,0,0,0
Aligel,0,0,0,1,0,0,0
Zanchez,1,0,0,0,0,0,0
Kyung,2,0,0,0,0,0,0
Safarr,0,0,0,1,0,0,0
J'Quarrel,1,0,0,0,0,0,0
Kakaikani-Hokulani,1,0,0,0,0,0,0
Phreid,1,0,0,0,0,0,0
Pagan,1,0,0,0,0,0,0
Latis,1,0,0,0,0,0,0
Montagomery,0,0,0,0,0,0,1
Jiang,1,0,0,0,0,0,0
Julioce,1,0,0,0,0,0,0
Visaraga,0,0,0,0,1,0,0
Curtwyne,1,0,0,0,0,0,0
K,84,1,17,29,3,12,15
Hope-Orean,0,0,0,1,0,0,0
Rickael,1,0,0,0,0,0,0
Shamale,1,0,0,0,0,0,0
Raqui,1,0,0,0,0,0,0
Nahar,0,0,1,0,0,0,0
Ana-Kaye,1,0,0,0,0,0,0
Leighmont,1,0,0,0,0,0,0
Gbeway,1,0,0,0,0,0,0
Cadyt,0,0,0,0,1,0,0
Marquette,3,0,0,0,0,0,0
Wun,1,0,0,0,0,0,0
Tynajwa,0,0,0,1,0,0,0
Austilas,1,0,0,0,0,0,0
Lafrance,2,0,0,0,0,0,0
Thivan,1,0,0,0,0,0,0
Pitcairn,1,0,0,0,0,0,0
Downton,1,0,0,0,0,0,0
Mar'She My'Jewel,1,0,0,0,0,0,0
Veneko,1,0,0,0,0,0,0
Ommos,0,0,0,1,0,0,0
Tok,1,0,0,0,0,0,0
Ocampo,1,0,0,0,0,0,0
Jeannai,1,0,0,0,0,0,0
Lavonshay,0,0,0,0,0,1,0
Core,1,0,0,0,0,0,0
Teneira,1,0,0,0,0,0,0
Chi'Kel,0,0,0,1,0,0,0
Yumeshia,0,0,0,1,0,0,0
Zy'Meriya,1,0,0,0,0,0,0
Jonod,0,0,0,1,0,0,0
Quan-Sa,1,0,0,0,0,0,0
F K L,0,0,0,0,0,0,1
Abreu,1,0,0,0,0,0,0
Varshe,1,0,0,0,0,0,0
Abuan,1,0,0,0,0,0,0
Whitesell,1,0,0,0,0,0,0
Svenija,1,0,0,0,0,0,0
Ifeoluwa,1,0,0,0,0,0,0
Abanto,1,0,0,0,0,0,0
Jettad,1,0,0,0,0,0,0
Scott-Sefi,1,0,0,0,0,0,0
Adel,2,0,0,0,0,0,0
Adaeue,1,0,0,0,0,0,0
Reeree,1,0,0,0,0,0,0
Belushie,1,0,0,0,0,0,0
O'Del,1,0,0,0,0,0,0
Chae,1,0,0,0,0,0,0
Gedreysus,1,0,0,0,0,0,0
Keyondral,0,0,0,1,0,0,0
Schlitt,0,0,0,0,0,1,0
Arroyo,1,0,0,0,0,0,0
Tajliana,1,0,0,0,0,0,0
Jovell,0,0,0,1,0,0,0
Sean-Marquis,1,0,0,0,0,0,0
T Bao,1,0,0,0,0,0,0
Worldson,1,0,0,0,0,0,0
Andraline,0,0,0,1,0,0,0
Palikapu,1,0,0,0,0,0,0
Laquan,5,0,0,1,0,0,0
Ty'Teon,0,0,0,1,0,0,0
Laqual,1,0,0,0,0,0,0
Jacobi,3,0,0,0,0,0,0
Koickalparampil,1,0,0,0,0,0,0
Thurchs,0,0,1,0,0,0,0
Laquay,2,0,0,1,0,0,0
Edlin,0,0,0,1,0,0,0
Tiy'A Deeahviunn,0,0,0,1,0,0,0
Zhinee,1,0,0,0,0,0,0
Carpenter,0,0,0,0,0,1,0
Nickal,1,0,0,0,0,0,0
Luhembe,1,0,0,0,0,0,0
Stanic,0,0,0,0,0,1,0
Lawronne,1,0,0,0,0,0,0
Nijuria,0,0,0,1,0,0,0
Kanlil,0,0,0,1,0,0,0
Meredene,1,0,0,0,0,0,0
Brian'A,1,0,0,0,0,0,0
Qetman,1,0,0,0,0,0,0
Chytavious,1,0,0,0,0,0,0
Ti'Armer,0,0,0,1,0,0,0
Mikhaiel,1,0,0,0,0,0,0
Namath,1,0,0,0,0,0,0
Nery,1,0,0,0,0,0,0
Chrea,0,0,0,0,0,1,0
Acaa,0,0,0,1,0,0,0
Manaizha,1,0,0,0,0,0,0
Telique,1,0,0,0,0,0,0
Nykuria,1,0,0,0,0,0,0
Jaenie,0,0,1,0,0,0,0
Laviv,0,0,0,1,0,0,0
Odean,0,0,0,1,0,0,0
Nhy,1,0,0,0,0,0,0
Shaquon,1,0,0,0,0,0,0
Amari Deshae,1,0,0,0,0,0,0
Nang,2,0,0,0,0,0,0
Tracoia,1,0,0,0,0,0,0
Malike,1,0,0,0,0,0,0
Veavea,1,0,0,0,0,0,0
Ivellises,1,0,0,0,0,0,0
Whan,1,0,0,0,0,0,0
Aviendna,0,1,0,0,0,0,0
Pellobello,1,0,0,0,0,0,0
Tomar,1,0,0,0,0,0,0
McCabe,0,0,0,0,0,1,0
Lanis,1,0,0,0,0,0,0
Fule,1,0,0,0,0,0,0
C A B,1,0,0,0,0,0,0
Lycorgus,1,0,0,0,0,0,0
Aniyah-Samone,1,0,0,0,0,0,0
Chong,1,0,0,0,0,0,0
Tamin,0,0,0,1,0,0,0
Carodenia,1,0,0,0,0,0,0
Bau,1,0,0,0,0,0,0
Ikeil,1,0,0,0,0,0,0
L,200,1,11,81,14,48,23
Olusola,1,0,0,0,0,0,0
Bay,1,0,0,0,0,0,0
Bhakta,1,0,0,0,0,0,0
Tiunne,1,0,0,0,0,0,0
Tyrie,1,0,0,0,0,0,0
Cohamders,0,0,0,1,0,0,0
Keishon,1,0,0,0,0,0,0
Bunal,1,0,0,0,0,0,0
Chung,0,0,1,0,0,0,1
Ricci,1,0,0,0,0,0,0
Ran,2,0,1,0,0,0,0
Moncle,0,0,0,1,0,0,0
Sisrasaisri,1,0,0,0,0,0,0
Lian,0,0,1,0,0,1,0
Lacy,1,1,0,0,0,0,0
Klestrup,1,0,0,0,0,0,0
Sung,2,0,0,0,0,0,0
Kongthong,1,0,0,0,0,0,0
Thaiseida,1,0,0,0,0,0,0
Ryneed,1,0,0,0,0,0,0
Suybaun,0,0,0,0,1,0,0
Kelieth,1,0,0,0,0,0,0
Eng,1,0,0,0,0,0,0
Tishon,1,0,0,0,0,0,0
Kenzie,1,0,0,0,0,0,0
Mun,0,0,1,0,0,0,0
Snanell,0,0,0,1,0,0,0
Paollo,1,0,0,0,0,0,0
Dalay,0,0,0,0,1,0,0
Shaquan,4,0,0,0,0,0,0
Davletov,1,0,0,0,0,0,0
Laken,0,0,0,0,0,0,1
Ahumad,1,0,0,0,0,0,0
Mo'Shai,1,0,0,0,0,0,0
Aimuobhiekpen,0,0,0,1,0,0,0
Juriel,1,0,0,0,0,0,0
Deyoy,0,0,0,1,0,0,0
Morri,1,0,0,0,0,0,0
Kalajuan,1,0,0,0,0,0,0
Alecic,0,0,0,1,0,0,0
Alexzay,1,0,0,0,0,0,0
Ning,1,0,0,0,0,0,0
Rayvira,1,0,0,0,0,0,0
El,1,0,0,0,0,0,0
En,1,0,0,0,0,0,0
Ei,1,0,0,0,0,0,0
Da'Quania,1,0,0,0,0,0,0
Ec,1,0,0,0,0,0,0
Bautiste,1,0,0,0,0,0,0
Bocanegra,0,0,0,0,1,0,0
Amazzie,1,0,0,0,0,0,0
Rainel,1,0,0,0,0,0,0
Jaquane,1,0,0,0,0,0,0
Verdarrell,1,0,0,0,0,0,0
Vandell,1,0,0,0,0,0,0
Tequinney,0,0,0,0,0,0,1
Persaud,0,0,0,0,0,0,1
Shakoyiah,0,0,0,1,0,0,0
De Andrade,0,0,0,0,0,1,0
Leondre,1,0,0,0,0,0,0
Kemani,1,0,0,0,0,0,0
Donyea,0,0,0,1,0,0,0
Runyan,0,0,0,0,0,1,0
Rajhagopala,1,0,0,0,0,0,0
Itcooka,1,0,0,0,0,0,0
Tyeriek,1,0,0,0,0,0,0
Rudo,1,0,0,0,0,0,0
Xec,1,0,0,0,0,0,0
Altman,1,0,0,0,0,0,0
Dadon,1,0,0,0,0,0,0
Doan-Minh,1,0,0,0,0,0,0
Zycaria Lashawndel,1,0,0,0,0,0,0
Stantarius,1,0,0,0,0,0,0
Tri-Mi,1,0,0,0,0,0,0
Ni'Dai,1,0,0,0,0,0,0
Hagis,1,0,0,0,0,0,0
Rivas,0,0,1,0,0,0,0
Rene,15,0,0,2,4,5,0
Muniz,1,0,0,0,0,0,0
Monares,1,0,0,0,0,0,0
Jujuan,0,0,0,1,0,0,0
Xi,1,0,0,0,0,0,0
Ezmeir,1,0,0,0,0,0,0
Ghaina,0,0,0,1,0,0,0
Vashen,1,0,0,0,0,0,0
Shiloh,1,0,0,0,0,0,0
Lenis,1,0,0,0,0,0,0
Kemone,0,0,0,1,0,0,0
Xu,1,0,1,0,0,0,0
Coerrell,1,0,0,0,0,0,0
Darlan,1,0,0,0,0,0,0
Kristyonne,1,0,0,0,0,0,0
Irznel,1,0,0,0,0,0,0
Sebi,1,0,0,0,0,0,0
Quantraillee,0,0,0,1,0,0,0
Aunijahe,1,0,0,0,0,0,0
Olchine,0,0,0,1,0,0,0
Pena,1,0,0,0,0,0,0
Juprelle,1,0,0,0,0,0,0
Kabbor,0,0,0,0,1,0,0
Yosan,1,0,0,0,0,0,0
Kehler,1,0,0,0,0,0,0
Cheyene,0,0,0,0,0,1,0
Shu'Ranta,1,0,0,0,0,0,0
Jrameile,1,0,0,0,0,0,0
Nie,1,0,0,0,0,0,0
Trevaughn,1,0,0,1,0,0,0
Ryang,1,0,0,0,0,0,0
Rhashay,1,0,0,0,0,0,0
Diamon,2,0,0,0,0,0,0
Davila,0,0,0,0,1,0,0
M,223,2,13,83,32,63,23
Lmyra,0,0,0,1,0,0,0
Sishell,0,0,0,1,0,0,0
Zhao,3,0,1,0,0,0,0
Marquel,1,0,0,2,0,0,0
Thi,68,2,35,0,0,0,3
Monis,1,0,0,0,0,0,0
Altayb,1,0,0,0,0,0,0
Kint'A,1,0,0,0,0,0,0
Chinanso,0,0,0,1,0,0,0
Sharmar,2,0,0,0,0,0,0
Roruh,0,0,0,1,0,0,0
Narine,0,0,0,0,0,0,1
Ahdaisha,1,0,0,0,0,0,0
O'Boyle,0,0,0,0,0,1,0
Trobnyce,1,0,0,0,0,0,0
Jewelshay,1,0,0,0,0,0,0
Phamarie,1,0,0,0,0,0,0
Helmy,1,0,0,0,0,0,0
Peychev,0,0,0,0,0,1,0
Alvarado,1,0,0,0,0,0,0
Hill,1,0,0,0,0,1,0
Kayshun,1,0,0,0,0,0,0
Har,2,0,0,0,0,0,0
Chau Thi,1,0,0,0,0,0,0
Nurronn,1,0,0,0,0,0,0
Bass,1,0,0,0,0,0,0
Lakryv'A,1,0,0,0,0,0,0
Ju,1,0,0,0,0,0,0
Montgomory,1,0,0,0,0,0,0
Lanza,1,0,0,0,1,0,0
D'Jhon,0,0,0,1,0,0,0
Paols,0,0,0,0,1,0,0
De La Cruz,1,0,0,0,0,0,0
Oqueno,1,0,0,0,0,0,0
Yhyomarre,0,0,0,0,1,0,0
Treyvantae,1,0,0,0,0,0,0
Basi,1,0,0,0,0,0,0
Ja'Voya,1,0,0,0,0,0,0
Bosjena,0,0,0,1,0,0,0
Pouky,1,0,0,0,0,0,0
Carnie,1,0,0,0,0,0,0
Mashawn,1,0,0,0,0,0,0
Rachimie,0,0,0,0,0,0,1
Anania,0,0,0,1,0,0,0
Shanyunan,1,0,0,0,0,0,0
Mujica,1,0,0,0,0,0,0
Ortigosa,0,0,1,0,0,0,0
Nickonas,0,1,0,0,0,0,0
Avamrnq,1,0,0,0,0,0,0
Tzu,0,0,1,0,0,0,0
Lhoda,1,0,0,0,0,0,0
Da'At,1,0,0,0,0,0,0
Corneish,0,0,0,1,0,0,0
Pang,0,0,1,0,0,0,0
Heard,0,0,0,0,0,0,1
Recodi,1,0,0,0,0,0,0
Edzavion,1,0,0,0,0,0,0
Huynh-Ninh,1,0,0,0,0,0,0
Leaboria,0,1,0,0,0,0,0
Sytai,1,0,0,0,0,0,0
Shyvannte,1,0,0,0,0,0,0
Bridgewater,1,0,0,0,0,0,0
Fox,1,0,0,0,0,0,0
Karmiana,1,0,0,0,0,0,0
Allianoe,0,0,0,1,0,0,0
Namyr,0,0,0,0,1,0,0
Yoimar,1,0,0,0,0,0,0
Song,1,0,0,0,0,0,0
Alexus,12,0,0,3,0,0,0
Alodianet,1,0,0,0,0,0,0
Zimquesha,1,0,0,0,0,0,0
Dshawn,2,0,0,1,0,0,0
Pettis,1,0,0,0,0,0,0
Ashanti-Terezzz,1,0,0,0,0,0,0
Mykell,1,0,0,0,0,0,0
Levaughn,1,0,0,0,0,0,0
Ziyon,1,0,0,0,0,0,0
Lanothrice,1,0,0,0,0,0,0
Khelshal,0,0,1,0,0,0,0
Emani,2,0,0,0,0,0,0
Zawbarn,0,0,0,1,0,0,0
Ba,0,0,1,0,0,0,0
Sa-Quon Shemar,1,0,0,0,0,0,0
Arsheene,1,0,0,0,0,0,0
Armonde,1,0,0,0,0,0,0
Tyreece,1,0,0,0,0,0,0
Chiu,1,0,0,0,0,0,0
Shivday,1,0,0,0,0,0,0
Chin,2,0,0,0,0,0,0
Ibanez,0,0,1,0,0,0,0
Vlette,1,0,0,0,0,0,0
Mahanaj,0,0,1,0,0,0,0
Ziquel,1,0,0,0,0,0,0
Decubrian,1,0,0,0,0,0,0
Thamelie,1,0,0,0,0,0,0
Yun,1,0,1,0,0,0,0
Elizabeth-Raye,0,0,0,1,0,0,0
Okano,0,0,1,0,0,0,0
Quantarus,1,0,0,0,0,0,0
Dashae,2,0,0,0,0,0,0
Femmai,0,0,0,1,0,0,0
Makiah,2,0,0,0,0,0,0
Deniel,1,0,0,0,0,0,0
Q Z,1,0,0,0,0,0,0
Inokio,1,0,0,0,0,0,0
Ahpure,1,0,0,0,0,0,0
Quendel-Willliam,1,0,0,0,0,0,0
Jeanty,1,0,0,0,0,0,0
Butalon,0,0,1,0,0,0,0
Royale,1,0,0,1,0,0,0
Abdlel,1,0,0,0,0,0,0
Thi Cat,1,0,0,0,0,0,0
Keswandre,1,0,0,0,0,0,0
N,96,1,11,28,6,10,13
Tyrcik,0,0,0,1,0,0,0
Jereesa,0,0,0,1,0,0,0
Jargues,1,0,0,0,0,0,0
Nario,1,0,0,0,0,0,0
Sinford,0,0,0,1,0,0,0
Sa-Quawn,1,0,0,0,0,0,0
Allen-Eldwin,0,0,0,1,0,0,0
Niziv,1,0,0,0,0,0,0
Rashiada,1,0,0,0,0,0,0
Wnique,1,0,0,0,0,0,0
Ravmaul,1,0,0,0,0,0,0
Markee,2,0,0,1,0,0,0
Victorious,0,0,0,0,0,1,0
Yimnoi,1,0,0,0,0,0,0
Jwar,1,0,0,0,0,0,0
Josheinque,1,0,0,0,0,0,0
McClane,1,0,0,0,0,0,0
Linda-Irene,1,0,0,0,0,0,0
Dakotel,1,0,0,0,0,0,0
Kham,1,0,0,0,0,0,0
MacIjah,1,0,0,0,0,0,0
Maritzo,1,0,0,0,0,0,0
Jenarick,1,0,0,0,0,0,0
Kwashala,1,0,0,0,0,0,0
Armoni,1,0,0,0,0,0,0
Ruiz,0,0,0,0,1,0,0
Montour,1,0,0,0,0,0,0
Sheng,1,0,2,0,0,0,0
Korian,1,0,0,0,0,0,0
Chitt,1,0,0,0,0,0,0
Lonyae,1,0,0,0,0,0,0
Mzlique,1,0,0,0,0,0,0
Milius,0,0,0,1,0,0,0
Dayuette,1,0,0,0,0,0,0
Valerivna,1,0,0,0,0,0,0
Shine,1,0,0,0,0,0,0
Ishamarle,1,0,0,0,0,0,0
Samaj,2,0,0,0,0,0,0
Cartner,1,0,0,0,0,0,0
Bamadour,1,0,0,0,0,0,0
Coe,1,0,0,0,0,0,0
Seen,1,0,0,0,0,0,0
D'Ultre,1,0,0,0,0,0,0
Dasomalendia,1,0,0,0,0,0,0
Cintalus,1,0,0,0,0,0,0
Soe,2,0,0,0,0,0,0
Diazhee,1,0,0,0,0,0,0
Cetherine,1,0,0,0,0,0,0
Sok,1,0,0,0,0,0,0
Revon,1,0,0,0,0,0,0
Soo,5,0,0,0,0,0,0
A E,1,0,0,0,0,0,0
Sop,1,0,0,0,0,0,0
Kree,1,0,0,0,0,0,0
McKaia,1,0,0,0,0,0,0
Songui,1,0,0,0,0,0,0
Temitope,1,0,0,0,0,0,0
Batirovich,0,0,0,0,0,1,0
Jordann,0,0,0,1,0,0,0
Javarios,0,0,0,1,0,0,0
Fang,2,0,2,0,0,0,0
Germaan,1,0,0,0,0,0,0
Mahtrex,1,0,0,0,0,0,0
Imon,1,0,0,0,0,0,0
Tyrses,1,0,0,0,0,0,0
Noriek,1,0,0,0,0,0,0
Lesean,1,0,0,0,0,0,0
Sacajaweea,1,0,0,0,0,0,0
Deih,1,0,0,0,0,0,0
Rosario,2,0,0,0,0,0,0
Capapar,1,0,0,0,0,0,0
Yndea,1,0,0,0,0,0,0
Arryell,1,0,0,0,0,0,0
Shy'Ree,1,0,0,0,0,0,0
Simoes,1,0,0,0,0,0,0
De'Na'Ja,0,0,0,1,0,0,0
Netting,1,0,0,0,0,0,0
Thadeyous,1,0,0,0,0,0,0
Stolman,1,0,0,0,0,0,0
Fukuoka,0,0,0,0,0,1,0
Thet,1,0,0,0,0,0,0
Thoy,1,0,0,0,0,0,0
Oh,0,0,0,0,0,0,1
Thou,0,0,0,1,0,0,0
Keltez,1,0,0,0,0,0,0
Jia-Al,1,0,0,0,0,0,0
Nho-Thi,1,0,0,0,0,0,0
Monte-Darrell,1,0,0,0,0,0,0
Janmile,1,0,0,0,0,0,0
Mihedum,0,0,1,0,0,0,0
Algcia,0,0,0,0,1,0,0
Czhamont,1,0,0,0,0,0,0
Qin,1,0,1,0,0,0,0
Laparis,1,0,0,0,0,0,0
Chander,0,0,0,0,0,0,1
Decole,1,0,0,0,0,0,0
Diapolique,0,0,0,1,0,0,0
Samon,1,0,0,0,0,0,0
Alsahara,1,0,0,0,0,0,0
Mamolela,1,0,0,0,0,0,0
Lequita-Montae,0,0,0,1,0,0,0
Ty'Ronisha,1,0,0,0,0,0,0
Dakota,5,0,0,0,0,0,0
Jaquon,1,0,0,0,0,0,0
Lavones,0,0,0,1,0,0,0
My'Qucyca,1,0,0,0,0,0,0
Cris,0,0,0,1,0,0,0
Daniethe,1,0,0,0,0,0,0
Summers,0,0,0,0,0,1,0
Lidot,0,0,1,0,0,0,0
Jeray,1,0,0,0,0,0,0
Debreece,1,0,0,0,0,0,0
Ladao,0,0,1,0,0,0,0
Gull,1,0,0,0,0,0,0
Githara,1,0,0,0,0,0,0
San Dar,0,0,1,0,0,0,0
Colobong,1,0,0,0,0,0,0
Jeran,0,0,0,0,0,1,0
D S,1,0,0,0,0,0,0
Danie,1,0,0,0,0,0,0
Syncerety,1,0,0,0,0,0,0
Andrenai,1,0,0,0,0,0,0
Duntrae,0,0,0,1,0,0,0
Toriyan,1,0,0,0,0,0,0
Portnam,1,0,0,0,0,0,0
Semay,1,0,0,0,0,0,0
Zheng,2,0,0,0,0,0,0
Thy,0,0,0,0,0,0,1
Osarogheneme,1,0,0,0,0,0,0
Tiyona,1,0,0,0,0,0,0
Marchal,1,0,0,0,0,0,0
Marez,1,0,0,0,0,0,0
Abessinio,0,0,0,1,0,0,0
Shacer,1,0,0,0,0,0,0
Kkok,1,0,0,0,0,0,0
Abadines,1,0,0,0,0,0,0
T T,0,0,1,0,0,0,0
Antwanne,1,0,0,0,0,0,0
T Q,1,0,0,0,0,0,0
Doushoughn,1,0,0,0,0,0,0
O,26,1,5,9,5,3,2
Bagom,1,0,0,0,0,0,0
Boi,1,0,0,0,0,0,0
T D,0,0,1,0,0,0,0
Iasla,1,0,0,0,0,0,0
Ramizovna,0,0,0,0,0,1,0
Litzayda,1,0,0,0,0,0,0
Kayswan,0,0,0,1,0,0,0
Hua,4,0,4,0,0,0,0
Sanchez,1,0,0,1,0,0,0
Quiessette,0,0,0,1,0,0,0
Taylor,47,0,0,0,1,17,1
Ardeeya,1,0,0,0,0,0,0
Mikhailovna,1,0,0,0,0,0,0
Kahtel,1,0,0,0,0,0,0
Orn,0,0,1,0,0,0,0
Toyshe,1,0,0,0,0,0,0
Ponl,0,0,0,1,0,0,0
Czernin,0,0,0,0,0,0,1
Rajiene-Mary,0,0,0,1,0,0,0
Aremi,1,0,0,0,0,0,0
Pendergrass,1,0,0,0,0,0,0
Ellmia,0,0,0,1,0,0,0
Key'Myah Ray'Jean,1,0,0,0,0,0,0
Young,8,0,3,0,0,0,0
Strauss,1,0,0,0,0,0,0
Pollock,0,0,0,1,0,0,0
Qusieron,1,0,0,0,0,0,0
Q'Tica,0,0,0,1,0,0,0
Zyhier,1,0,0,0,0,0,0
Shai,1,0,0,0,0,0,0
Shan,2,0,1,0,0,0,0
Anzyelle,1,0,0,0,0,0,0
Nabo,0,0,1,0,0,0,0
Lavaske,0,0,0,1,0,0,0
Raqwaan,1,0,0,0,0,0,0
Moniglee,1,0,0,0,0,0,0
Odinakachukwu,1,0,0,0,0,0,0
Hose J,0,0,0,1,0,0,0
Shanton,0,0,0,1,0,0,0
Tyzle,1,0,0,0,0,0,0
Truc Vu,1,0,0,0,0,0,0
Lavitola,0,0,0,1,0,0,0
Marshon,1,0,0,0,0,0,0
Arboleda,1,0,0,0,0,0,0
Lerner,1,0,0,0,0,0,0
Myung,1,0,0,0,0,0,0
Maikolo,1,0,0,0,0,0,0
Alexzando,1,0,0,0,0,0,0
Teyaika,0,0,0,0,0,0,1
Royonni,1,0,0,0,0,0,0
Sterlyng,1,0,0,0,0,0,0
Jeung,1,0,0,0,0,0,0
Debrez,1,0,0,0,0,0,0
Monteac,1,0,0,0,0,0,0
Gleaneay,1,0,0,0,0,0,0
Auro,1,0,0,0,0,0,0
Quinnlalexs,1,0,0,0,0,0,0
Cassayvion Beriq,1,0,0,0,0,0,0
Shancre,0,0,0,1,0,0,0
Audrey-Angela,1,0,0,0,0,0,0
Brito,1,0,0,0,0,0,0
Gumataotao,0,0,1,0,0,0,0
Dewanya,1,0,0,0,0,0,0
Gbaryonnuh,1,0,0,0,0,0,0
Lamaal,0,0,0,1,0,0,0
Larchai,1,0,0,0,0,0,0
Dangald,1,0,0,0,0,0,0
Argell,0,0,0,0,1,0,0
Lakibul,0,0,1,0,0,0,0
Lameashia,0,0,0,1,0,0,0
Kitrell,0,0,0,1,0,0,0
Latreal,2,0,0,0,0,0,0
Andrewel,1,0,0,0,0,0,0
Tu,3,0,1,0,0,0,0
Tr,1,0,0,0,0,0,0
Orlanda,1,0,0,0,0,0,0
To,0,0,1,0,0,0,0
Wachell,0,0,0,1,0,0,0
Howerton,1,0,0,0,0,0,0
Chevone,1,0,0,0,0,0,0
Eshler,0,0,0,0,1,0,0
Ta,1,0,0,0,0,0,0
Wilkerson,1,0,0,0,0,0,0
Senoc,0,0,1,0,0,0,0
Hailie,0,0,0,0,0,1,0
Nache,1,0,0,0,0,0,0
